ra,dec,mag,ci,proper,hip,spect,gl
18.727,-64.5514,5.76,0.967,,91854,K0III,
18.727,-1.559,7.2,1.887,,91855,M...,
18.7297,-38.3234,5.11,0.075,,91875,A0/A1V,
18.7309,-6.8181,6.3,0.479,,91880,F7V,
18.7309,8.6251,7.13,0.516,,91881,F8,
18.731,10.9011,6.56,1.668,,91882,K5,
18.731,31.9266,5.68,0.36,,91883,F1III-IV,
18.7318,47.6162,6.68,1.367,,91887,K2,
18.7348,38.5331,6.54,1.615,,91898,K5,
18.7355,-36.7183,6.31,0.98,,91901,K0III,
18.7358,-19.3179,6.74,0.428,,91903,F3IV,
18.7384,61.0481,6.02,0.967,,91915,G7IV,
18.7387,-35.642,4.86,-0.168,,91918,B2V,
18.739,39.6701,4.67,0.17,,91919,F1V,
18.7393,28.1014,7.16,0.264,,91922,F0,
18.7397,39.6127,4.59,0.18,,91926,A8Vn,
18.7417,60.349,7.12,1.513,,91936,K5,
18.7418,-53.8018,7.21,-0.004,,91938,B9IV,
18.7445,23.5899,6.3,0.437,,91958,F6V,
18.7447,-6.5361,6.71,1.868,,91960,K5,
18.7462,37.6051,4.34,0.192,,91971,Am,
18.7467,37.5946,5.73,0.285,,91973,F0IVvar,
18.7471,-25.0109,5.82,0.033,,91974,B8III,
18.7472,2.06,5.02,-0.055,,91975,B9V,
18.7487,54.8972,6.26,0.839,,91985,G5III,
18.7489,-0.3734,6.89,-0.023,,91987,B9III,
18.7492,-39.6862,5.4,0.85,,91989,K1/K2III+..,
18.7498,-39.7501,6.75,0.518,,91992,F5/F6V,
18.751,35.0084,7.18,-0.026,,91997,B9,
18.7512,-11.455,7.1,0.182,,92000,B8,
18.7532,-61.0952,6.04,1.484,,92008,K3III,
18.7552,-21.0016,6.35,0.458,,92016,F5/F6V,
18.7552,-35.8568,6.57,1.181,,92017,K1III,
18.756,36.5673,7.03,-0.021,,92020,B9,
18.7566,-56.882,6.22,1.385,,92021,K3III,
18.7575,-64.8713,4.78,0.199,,92024,A7V,
18.7579,5.5001,5.82,0.041,,92027,A1V,
18.7587,19.9699,6.58,1.022,,92032,K0,
18.7594,-48.4595,7.17,1.329,,92033,K3/K4III,
18.7599,21.9847,6.53,0.017,,92036,B9p Si(Cr),
18.7603,-17.5448,7.14,0.178,,92038,B5III,
18.7603,-48.264,6.81,0.211,,92039,A9IV,
18.7606,79.9427,6.4,0.296,,92040,A8V,
18.7609,-26.9908,3.17,-0.107,,92041,B8.5III,
18.761,20.5463,4.19,0.483,,92043,F6V,Gl 725.2
18.7615,15.7254,6.69,0.204,,92047,A2,
18.7621,11.497,7.11,0.041,,92052,A0,
18.763,74.0856,5.25,0.953,,92056,K0II-III,
18.7638,34.5184,7.09,0.215,,92060,A5,
18.7643,-10.4928,6.95,0.532,,92062,F2,
18.7656,-50.8727,6.24,-0.08,,92072,B8/B9II,
18.767,-19.6064,6.34,1.578,,92079,M2/M3III,
18.7671,59.6869,7.19,0.953,,92080,K0,
18.7677,-42.5664,6.93,0.422,,92085,F2IV,
18.7677,-27.499,6.61,0.944,,92086,K0III,
18.7679,26.6621,4.83,1.199,,92088,K3III,
18.7679,18.4878,6.96,0.058,,92089,A0,
18.7692,-44.2231,6.77,1.513,,92094,K4III,
18.7703,41.4418,6.06,-0.12,,92098,B6V,
18.771,-72.8136,6.84,0.489,,92103,F5V,
18.7717,-41.918,7.09,1.063,,92106,G8III,
18.7724,-22.3922,5.37,1.591,,92111,K5III,
18.7728,75.434,5.37,0.049,,92112,A1Vn,
18.7745,43.5608,7.19,1.514,,92116,K5,
18.7746,-0.9617,5.89,0.131,,92117,A2m,
18.7769,-8.1197,6.99,0.18,,92126,A0,
18.7776,-39.7309,6.88,1.613,,92130,M2/M3II/III,
18.7782,18.7059,6.18,1.594,,92131,K5,
18.7786,52.988,5.91,-0.096,,92133,B2.5V,
18.7787,-10.125,5.69,0.584,,92136,F2Ib-II,
18.7794,67.7715,7.14,-0.03,,92137,A0,
18.7798,-29.6316,6.83,1.523,,92142,M4III,
18.7812,-65.2496,7.03,1.72,,92148,M2III,
18.7819,-7.5791,7.22,0.222,,92150,B9,
18.7831,46.3149,6.52,0.068,,92156,A2IV,
18.7831,-50.0946,6.54,0.291,,92157,F0V,
18.7837,18.1815,4.34,0.148,,92161,A5III,
18.785,74.7254,7.18,0.763,,92167,G5III,
18.7856,-5.8986,7.05,0.094,,92171,A0,
18.7862,-4.7479,4.22,1.087,,92175,G5II...,
18.787,31.4056,7.22,0.89,,92178,G8II+...,
18.7886,-37.5487,7.08,-0.043,,92188,B9V,
18.7889,16.9085,6.8,0.121,,92191,B8,
18.7901,-49.6305,6.92,-0.067,,92199,B9Vn,
18.7914,-5.7051,5.38,1.28,,92202,K0Ibpvar,
18.7915,49.432,7.19,0.443,,92204,F5,
18.7945,49.0749,6.67,0.057,,92219,A1V,
18.7949,13.4423,7.09,0.09,,92222,B9,
18.7957,-40.4062,5.2,0.781,,92226,G5/G6III,
18.797,-77.8682,6.39,0.593,,92233,G2V,
18.7979,-20.2745,6.92,0.12,,92235,B9III,
18.7993,31.7568,6.06,-0.139,,92243,B3IVp,
18.7998,-16.7764,6.94,1.693,,92246,K2/K3III,
18.8007,4.2414,6.2,1.509,,92254,K5,
18.8022,-43.573,7.18,1.496,,92260,M0III,
18.8033,-14.7084,6.86,0.498,,92262,F6V,
18.8037,-19.1989,6.87,1.661,,92266,K4/K5III,
18.8041,-33.9082,6.94,0.181,,92268,A3III,
18.8045,48.7676,6.12,0.225,,92269,A7III,
18.8046,23.5147,6.19,0.492,,92270,F8V,
18.8056,-11.3921,7.12,1.18,,92272,G5,
18.806,-37.0135,6.94,1.411,,92275,K2III,
18.8063,15.3941,6.94,0.025,,92279,B8,
18.8101,45.2618,6.97,0.347,,92291,F0,
18.8105,-65.0777,5.71,0.268,,92294,A9V,
18.811,-6.0043,6.49,0.242,,92296,A2,
18.8126,-18.6012,6.46,0.902,,92301,A1V + K1III,
18.8136,-18.6322,7.22,0.182,,92307,A2V,
18.814,-43.68,5.46,0.133,,92308,A2Vn,
18.8148,19.3287,5.89,0.022,,92312,A1V,
18.8155,24.0559,6.55,-0.071,,92319,B1.5IV,
18.8161,21.167,7.13,0.01,,92321,B5V,
18.8175,-32.7104,6.69,1.039,,92329,K0/K1III,
18.819,83.9051,6.86,0.118,,92336,A2,
18.8197,14.6581,7.12,0.015,,92339,A0,
18.8204,27.7202,6.98,1.171,,92343,K1III,
18.8206,25.0466,6.74,0.094,,92346,A1V,
18.8214,-34.7492,6.59,1.085,,92350,K2IVCN...,
18.8222,-8.3126,7.07,1.211,,92351,K0,
18.8224,43.7344,6.54,0.81,,92352,G5,
18.8233,33.7009,7,0.118,,92359,A0,
18.8243,-45.8101,5.8,0.891,,92367,G6IV,
18.8264,-43.4341,5.6,-0.077,,92382,B9IV,
18.8265,-19.1423,6.77,0.192,,92384,A1m...,
18.827,0.8362,6.24,0.041,,92386,A1V,
18.8278,-20.3247,5.22,1.404,,92390,K2III,GJ 4080
18.828,-5.9129,5.99,1.568,,92391,K2Ib,
18.8285,15.9345,6.68,-0.029,,92393,B3V,
18.8288,-72.9957,6.04,0.033,,92394,B9.5IV/V,
18.8289,31.6295,6.64,-0.014,,92396,A0Vs,
18.8294,32.8128,5.93,-0.154,,92398,B3IV,
18.8314,32.5511,5.22,0.1,,92405,A3V,
18.8322,26.4252,7.1,0.2,,92410,A2,
18.8326,-52.122,7.1,0.231,,92412,A3III/IV,
18.8347,33.3627,3.52,0.003,Sheliak,92420,A8:V comp SB,
18.8358,-3.6227,6.93,1.51,,92426,K2,
18.8367,-22.8482,7.2,1.216,,92429,G5II/III,
18.8375,11.5227,7.11,0.7,,92434,A0,
18.8384,60.8376,6.69,1.227,,92436,K2,
18.8389,-7.9076,6.82,2.995,,92442,C5II,
18.8401,24.1067,6.85,1.703,,92449,K5,
18.8405,7.4582,6.88,1.32,,92450,K4III-IVp,
18.842,-13.5723,6.48,1.662,,92456,K1II/III,
18.8438,-26.7705,7.22,0.185,,92463,A5m...,
18.8448,-47.7797,7.07,-0.142,,92470,B2V,
18.8453,43.9574,7.05,1.334,,92472,K0,
18.846,10.9764,6.37,1.443,,92475,K5III+...,
18.8474,-22.1622,6.29,0.39,,92480,F2IV,
18.8496,-9.7741,5.82,0.594,,92488,F2Ib,
18.8496,-41.0627,6.5,-0.075,,92487,B5III,
18.85,-20.2952,6.84,0.854,,92491,G0Ib,
18.8503,34.3939,7.15,0.21,,92496,A2,
18.8515,-3.2611,6.89,0.285,,92501,A2,
18.8524,-39.1749,6.98,1.432,,92508,K4III,
18.8533,59.3884,4.63,1.185,,92512,K0II-III SB,
18.8555,-17.1543,6.87,0.264,,92521,A3II,
18.8562,-3.3179,6.08,0.299,,92524,F2III,
18.857,38.6266,7.15,0.594,,92532,F8,
18.8573,-27.1642,7.21,1.214,,92535,K0III,
18.8582,45.1337,7.23,-0.085,,92541,B9,
18.8597,52.9751,5.51,0.843,,92549,G9IVa,Gl 732.1
18.86,28.7837,6.22,1.183,,92550,K1II-III,
18.8601,36.5391,6.1,-0.1,,92551,B6IV,
18.8661,-83.3164,7.17,1.267,,92586,K1IIICN...,
18.8672,13.9656,6.19,-0.008,,92593,B8Vnn,
18.8673,59.667,6.96,-0.048,,92594,B9,
18.8687,41.3832,6.28,-0.083,,92599,B9p Si,
18.869,-21.9215,6.58,0.144,,92602,A3V,
18.8691,-44.5364,7,1.275,,92603,K2III,
18.87,-41.7092,6.47,1.426,,92608,K3III,
18.8703,-62.1876,4.22,-0.15,,92609,B2II-III,
18.8708,26.0264,7.15,0.483,,92612,F2,
18.8712,21.4251,5.43,-0.068,,92614,B9p...,
18.8718,14.5355,6.55,1.05,,92620,F7V...,
18.8738,-3.7256,7.08,1.91,,92628,K5,
18.8742,-46.5951,5.51,1.641,,92630,M0III,
18.8745,-26.6508,6.28,0.941,,92635,G8/K0III,
18.877,-29.3797,6.12,1.344,,92643,K1III,
18.8777,-52.1074,5.18,0.962,,92646,G8/K0III,
18.8782,-30.7341,6.64,-0.028,,92649,B7/B8IV,
18.8833,43.7135,7.21,1.274,,92668,K0,
18.8833,-46.5863,6.17,0.051,,92669,A1IV/V,
18.8835,-16.3815,7.01,0.171,,92671,B8/B9II,
18.8836,71.7872,6.97,0.159,,92672,A2,
18.8838,-9.5755,6.27,0.2,,92674,A7Vn,
18.884,-48.3609,6.17,0.124,,92676,A2V,
18.8851,-18.6368,6.77,1.276,,92682,K1III,
18.8867,-51.9314,6.3,-0.092,,92687,B4III,
18.8871,50.7082,4.92,0.903,,92689,G8III,
18.8871,-73.6297,6.93,-0.082,,92690,B9Vn...,
18.8885,40.9952,6.6,1.407,,92700,M3,
18.8913,42.9026,6.61,1.599,,92713,K2,
18.8926,75.7874,6.33,0.021,,92717,A1V,
18.8947,-31.992,6.8,1.591,,92723,K5III,
18.8954,36.9717,5.58,-0.138,,92728,B2.5V,
18.8957,60.0179,7.05,-0.128,,92729,B4Ve,
18.8962,57.4866,6.24,1.243,,92731,K5III:,
18.8968,-19.7971,6.98,1.45,,92733,K2III,
18.8983,82.37,6.89,0.01,,92738,A0,
18.8989,-9.3703,7.04,0.383,,92740,A2,
18.9,-21.3598,5.68,1.206,,92747,G8/K0II,
18.9004,-47.2744,6.89,0.508,,92750,F5V,
18.9021,15.0063,7.24,0.45,,92757,F4V,
18.9028,-22.7448,4.86,1.412,Ainalrami,92761,K1II,
18.9037,27.9095,5.64,1.361,,92768,K4III,
18.9061,13.3898,7.22,0.07,,92778,B9,
18.9061,10.8083,6.54,1.311,,92779,K2,
18.9066,71.2972,4.82,1.151,,92782,K0III,
18.9078,20.3599,7.18,1.082,,92785,G8III,
18.9081,-45.4863,6.65,-0.081,,92788,Ap Si,
18.9084,36.8986,4.22,1.575,,92791,M4IIvar,
18.909,-49.8791,6.58,0.085,,92799,A2V,
18.9091,20.6153,6.85,0.121,,92800,A0,
18.912,-15.603,5.08,0.141,,92814,B3II,
18.9125,22.6451,4.57,0.782,,92818,G4III+...,
18.9128,-48.9477,7.22,0.022,,92820,A1V,
18.9131,48.8594,5.84,0.452,,92822,F3III,
18.9132,-87.6058,5.29,1.304,,92824,K3III,
18.9134,15.3427,7.08,0.002,,92825,B9,
18.9145,41.6027,5.46,1.034,,92831,G8III,
18.9146,33.9686,5.99,0.922,,92833,G8III+...,
18.9152,-10.5163,7.05,0.082,,92838,B9,
18.9186,-22.6713,5,1.348,,92845,K1Ib/II,GJ 9637
18.9211,-26.2967,2.05,-0.134,Nunki,92855,B2.5V,
18.9222,43.9461,4.08,1.397,,92862,M5IIIvar,
18.9232,-37.3866,6.48,1.122,,92866,K1III,
18.9238,40.1772,6.83,0.101,,92869,A2,
18.9239,-29.2131,6.74,0.979,,92870,G6III,
18.9243,6.6153,5.58,1.041,,92872,G9III,
18.9245,13.2225,7.03,0.055,,92876,A0,
18.9251,14.385,6.62,0.353,,92879,F0IV-V,
18.9253,-16.3766,5.56,0.445,,92882,F5/F6IV/V,
18.9259,47.4408,7.01,1.164,,92885,K0,
18.9266,42.0603,6.55,1.294,,92891,K0,
18.9291,-16.3492,7.16,0.475,,92900,F5V,
18.9292,7.1756,6.7,0.862,,92901,K0III...,
18.9294,-56.4234,6.77,1.61,,92902,K5III,
18.9302,3.4498,7.07,0.15,,92909,A5V,
18.9315,35.8106,6.67,1.2,,92920,K0,
18.9325,44.2284,6.92,0.2,,92926,A2,
18.9333,-80.7279,6.57,0.041,,92928,A0V,
18.9335,-23.1738,5.91,-0.021,,92931,B6III,
18.9344,17.9953,6.64,-0.071,,92934,B9sp...,
18.935,18.1054,5.69,1.092,,92937,K1III,
18.937,4.2036,4.62,0.161,Alya,92946,A5V,
18.9373,-18.7095,6.63,0.977,,92950,G8/K0III,
18.9374,4.2021,4.98,0.204,Alya B,92951,A5Vn,
18.938,-42.7107,5.35,0.998,,92953,G6III-IV,
18.9396,-1.7999,6.2,-0.046,,92963,B9III,
18.9398,-61.8192,7.06,0.406,,92964,F3/F5IV,
18.9398,-11.3233,7.1,1.613,,92965,K5,
18.9404,2.4712,6.14,0.961,,92968,G8III,
18.9405,65.2581,5.62,0.938,,92969,G8III,
18.9409,-31.689,6.45,1.223,,92972,K2III,
18.9422,-48.9923,6.65,0.836,,92977,G8III,
18.9423,46.7663,7.09,0.125,,92978,A2,
18.9437,4.2651,6.71,0.583,,92984,G5,
18.9439,28.1989,6.96,1.114,,92986,K2III,
18.9446,-37.3432,5.36,-0.147,,92989,B3V,
18.9457,-17.4441,7.09,1.502,,92996,K2III,
18.9459,57.8149,5.67,1.155,,92997,K1III,
18.9461,-14.8577,7.15,0.185,,93000,B8II/III,
18.9485,-62.8019,6.47,1.535,,93012,K3III,
18.9487,56.7494,7.11,0.388,,93013,F2,
18.949,-33.3295,7.16,-0.029,,93014,B6V,
18.9492,-67.2335,4.4,0.53,,93015,F5Ib-II:,
18.9504,32.9013,5.2,0.594,,93017,G0V,Gl 738A
18.951,-5.8463,4.83,1.057,,93026,K1III,
18.9512,-38.9144,7.15,1.237,,93027,K2III,
18.9529,36.4699,6.7,1.363,,93042,K1III,
18.9532,14.833,7.12,0.725,,93044,G5,
18.9535,13.3725,7.2,0.324,,93046,Am,
18.954,-43.917,6.27,-0.073,,93049,B9V,
18.9546,2.5353,5.56,0.004,,93051,B9IIIp...,
18.9548,62.3968,6.5,0.927,,93053,G5IV comp,
18.9557,-20.6563,5.02,0.137,,93057,B9.5Ib,
18.9579,58.225,6.47,0.072,,93068,A2V,
18.9592,32.9896,6.91,0.33,,93073,F0,
18.9596,-39.8232,6.29,0.21,,93074,A5IV/V,
18.9599,-19.1531,7.02,-0.102,,93077,B2Ib/II,
18.9622,-21.1067,3.52,1.151,,93085,G8/K0II/III,
18.9659,77.0508,6.56,0.421,,93097,F2V,
18.9672,38.2662,5.89,-0.09,,93104,B7IV,
18.9695,-83.4222,6.35,-0.033,,93117,B9/B9.5V,
18.9697,-20.4238,6.93,-0.128,,93118,O7/O8,
18.9708,17.3609,5.33,0.731,,93124,F8Ib,
18.9724,-24.8769,6.62,0.055,,93132,B8III,
18.9726,-31.036,6.09,1.347,,93134,K3III,
18.9733,6.2399,6.22,0.478,,93138,F5IV,
18.9736,-22.5295,6.14,0.087,,93140,A1V,
18.9738,1.1981,7.07,0.204,,93142,A2,
18.9744,-52.9386,4.85,-0.051,,93148,A0V,
18.9744,-34.2147,7.19,0.04,,93149,A0V,
18.9744,23.8023,7.24,1.007,,93150,K0,
18.9746,-64.0015,6.94,1.297,,93151,K2/K3III,
18.9761,60.6673,6.91,-0.038,,93161,A0,
18.9768,-60.2005,5.14,1.355,,93163,K1III-IV,
18.9771,74.1329,7.03,0.317,,93165,F0,
18.9782,20.6232,6.74,0.039,,93171,B2IV,
18.9787,-37.1074,4.83,0.396,,93174,F3IV/V,
18.9792,19.7944,6.52,-0.048,,93175,B7III-IV,
18.9796,40.6792,6.2,-0.146,,93177,B3V,
18.9797,13.9066,5.91,0.251,,93179,F0spe...,
18.9808,30.1806,6.8,0.606,,93185,G0,GJ 9639
18.9813,69.5313,6.52,-0.169,,93187,A0p Si,
18.9814,-48.5059,6.63,1.322,,93188,K3III...,
18.9824,32.6896,3.25,-0.049,Sulafat,93194,B9III,
18.9832,50.8091,6.32,0.979,,93197,G8III,
18.9837,-12.5878,7.02,0.091,,93200,B9.5V,
18.9841,33.1172,6.98,0.126,,93201,A2,
18.9849,13.6222,5.27,0.573,,93203,F8V,
18.9849,43.721,6.86,-0.001,,93204,A2,
18.9864,-39.5347,6.49,-0.04,,93209,B9.5V,
18.9867,39.2173,6.43,-0.168,,93210,B5IV,
18.9882,10.141,6.75,0.211,,93218,B2Vp,
18.9899,-12.8405,5.51,-0.038,,93225,B4V,
18.99,-19.2794,6.52,1.582,,93224,M3III,
18.9908,-18.5664,6.37,0.962,,93234,G5/G6II,
18.9908,-75.3901,6.7,1.28,,93233,K2III,
18.9915,-70.4687,6.49,0.305,,93238,A8V,
18.9937,15.0683,4.02,1.082,,93244,K2III,
18.9951,16.2526,7.06,0.508,,93252,F5,
18.996,26.2304,5.26,1.228,,93256,K2III,
18.9977,6.1573,7.23,0.932,,93260,G5,
18.9992,43.2537,7.09,0.3,,93266,A3,
18.9995,22.8145,6.28,1.672,,93270,M4III,
18.9996,-71.9326,6.8,-0.037,,93272,B9IV/V,
18.9997,26.9657,6.8,-0.066,,93275,A0,
19.0002,32.1455,4.94,1.465,,93279,K3III,
19.001,-66.6536,5.98,0.977,,93287,K0III,
19.0033,-60.2037,6.88,0.646,,93295,K0III+...,
19.0038,50.5335,5.39,-0.182,,93299,B2.5IV,
19.0049,-55.0156,7.14,1.024,,93308,K0III,
19.0053,40.684,6.53,1.463,,93309,M4IIIa,
19.0068,33.7418,6.8,1.119,,93314,K0,
19.0069,-24.9422,6.35,1.253,,93315,K0III,
19.01,-19.6583,7.22,1.541,,93336,K4III,
19.0106,-48.2844,7.12,1.035,,93338,K0III,
19.0121,55.6583,5.51,0.862,,93340,G5IIbCN...,
19.0126,-0.4551,7.2,0.858,,93342,G5IV,
19.0139,42.2525,6.82,0.534,,93350,F8,
19.0153,33.8022,6.04,0.983,,93354,K0III:,
19.0176,-37.0609,6.73,0.004,,93368,B7/B8V,
19.0179,-37.0616,6.44,0.02,,93371,B9.5IV:,
19.018,-62.8653,6.78,1.583,,93372,K4III,
19.0182,19.3096,6.47,1.114,,93374,K1III,
19.0185,48.0356,7.04,0.986,,93376,K0,
19.0193,-4.439,6.89,1.684,,93381,K2,
19.0198,2.4823,7.07,1.035,,93383,K0,
19.0204,2.0332,6.92,0.977,,93385,K0,
19.0215,26.2914,5.69,-0.086,,93393,B5V,
19.0216,21.5139,7.05,0.074,,93395,B1V,
19.0217,28.412,7.04,-0.097,,93396,B5,
19.022,29.5189,6.82,0.049,,93397,A0,
19.0229,20.8328,6.78,0.004,,93404,B2IV-V,
19.024,46.9348,5,0.186,,93408,A7V,
19.026,2.5885,7.09,1.7,,93417,K4II-III,
19.026,-15.2826,6.31,0.963,,93418,K0III,
19.0264,25.0259,6.74,1.461,,93419,K2,
19.0271,-22.6954,6.25,1.647,,93423,K3III,
19.0275,-36.8907,7.22,0.121,,93425,B9IV,
19.0277,41.4901,7.2,0.569,,93427,G0,
19.028,-5.7391,4.02,1.079,,93429,K1IIIvar,
19.0301,33.6213,6.39,-0.117,,93437,B5IV,
19.0302,12.5409,6.83,0.056,,93438,B9,
19.0304,22.2644,6.44,0.13,,93443,A4V,
19.0327,19.1249,6.94,1.017,,93453,K0III,
19.0338,-40.6628,7.12,-0.042,,93458,B5III,
19.0347,60.1285,6.87,1.577,,93462,K5,
19.0353,52.2611,6.35,0.983,,93466,G8III:...,
19.0357,-41.9105,6.21,0.001,,93470,A0V,
19.0393,8.3735,6.25,1.648,,93488,K2III,
19.041,-24.8468,5.63,1.232,,93498,K2III,
19.042,62.7055,6.86,1.009,,93499,K0,
19.0428,-10.7218,6.64,0.205,,93502,B2V,
19.0435,-29.8801,2.6,0.062,Ascella,93506,A3IV,
19.0439,14.567,6.88,0.629,,93509,G2V,
19.0453,68.3252,7.1,0.069,,93517,A2,
19.048,19.661,6.11,1.317,,93523,K1III,
19.0485,-3.699,5.4,-0.005,,93526,A1V,
19.0511,-19.2457,5.96,1.158,,93537,K0II/III,
19.0519,-42.0951,4.74,-0.027,,93542,A0Vn,
19.0519,-19.103,6.37,0.48,,93543,F5V,
19.0529,-47.0513,6.86,0.96,,93546,K0IV,
19.0534,-56.9967,7.07,0.888,,93547,K1IV,
19.0536,-11.1897,7.2,0.156,,93548,A0,
19.0549,-5.5591,6.91,1.058,,93551,G5,
19.0549,-38.2531,5.73,0.328,,93552,F2III/IV,
19.055,25.8261,6.97,-0.028,,93553,B8,
19.0554,0.5762,6.7,1.42,,93557,K2,
19.056,-57.9241,7.2,1.054,,93559,K0III,
19.0576,-50.3166,7.19,1.484,,93568,K4III,
19.0578,65.587,7.22,0.939,,93570,K0,
19.058,62.0945,7.05,0.657,,93571,G5,
19.0582,-68.7555,5.89,0.553,,93574,F8V,
19.059,1.8188,5.82,0.182,,93580,A4V,
19.0595,17.2808,7.08,1.471,,93586,K2,
19.0599,2.5457,6.91,1.078,,93589,K0,
19.0618,21.2684,6.61,0.323,,93603,F2III,
19.066,-51.0186,5.93,1.236,,93624,K0/K1III,
19.0669,-57.96,6.3,0.857,,93629,G6II/III,
19.0672,16.4633,6.94,1.299,,93632,K2,
19.0684,-63.7847,6.96,-0.036,,93637,B9V,
19.0694,17.5561,6.93,0.475,,93645,F5,
19.0696,3.3306,6.72,0.144,,93647,A5m,
19.0706,-22.8965,6.73,0.206,,93649,A0V,
19.071,43.8804,6.99,-0.022,,93656,B9,
19.0714,34.087,7.17,1.285,,93658,K2,
19.0723,-21.5315,7.18,0.551,,93661,F8V,
19.0726,27.3207,7.12,-0.028,,93662,B9,
19.0734,-5.6848,6.48,2.3,,93666,C5II,
19.0736,-31.0471,5.49,0.026,,93667,A0V,
19.0758,45.9217,7.16,0.027,,93673,B9,
19.0774,23.3293,7.24,0.091,,93680,B2Ve,
19.0778,-48.4039,6.66,1.018,,93682,K0III,
19.0781,-21.7415,3.76,1.012,,93683,K0III,GJ 9641
19.0794,-25.2311,7.08,0.086,,93691,A0V,
19.0813,19.1443,6.57,1.43,,93705,K0,
19.0814,15.736,7,0.075,,93708,A0,
19.082,53.3967,5.4,-0.014,,93713,A0Vn,
19.0823,-4.0409,7,1.484,,93716,K0,
19.0827,-4.0314,5.4,1.12,,93717,K1III,
19.0827,31.7441,5.63,1.548,,93718,M0III,
19.0829,30.7334,6.07,1.575,,93720,M2III,
19.0857,9.6421,6.88,0.157,,93732,B3V,
19.0861,49.9232,6.45,1.348,,93733,K3III,
19.0885,-1.5122,6.51,0.359,,93743,F1V,
19.0891,25.9207,7.18,1.093,,93746,K0,Gl 743.2
19.0902,13.8635,2.99,0.014,Okab,93747,A0Vn,GJ 4095A
19.0904,42.1777,7.23,1.622,,93749,K5,
19.0948,-15.6604,5.93,-0.015,,93763,B8IIIsp...,
19.0964,-29.0811,7.09,-0.006,,93769,B9IIIe...,
19.0964,29.9217,6.32,1.668,,93770,M0III,
19.0966,6.5468,6.75,0.505,,93772,F5...,
19.103,-9.6322,6.63,1.029,,93801,G5,
19.1042,-4.8826,3.43,-0.096,,93805,B9Vn,
19.1047,41.4138,6.51,-0.147,,93808,B3V,
19.1055,-52.3409,5.17,0.532,,93815,F7V,
19.1064,7.1556,6.71,0.382,,93822,F2+...,
19.107,-37.0634,4.23,0.523,,93825,F7IV-V,Gl 743.1A
19.1078,37.3884,7.23,1.098,,93831,K0,
19.1098,-1.3461,6.84,0.193,,93836,B5V,
19.1105,28.6286,5.53,0.296,,93843,F0III,
19.1106,-51.4176,7.19,0.523,,93844,F4Ib,
19.1107,24.2508,5.78,0.104,,93845,A4III,
19.1122,-42.8148,7.01,0.964,,93847,G8III,
19.1143,48.9255,7.23,1.395,,93853,K4III,
19.1145,-16.2293,6,-0.025,,93855,B7V,
19.1146,-37.8107,6.15,0.705,,93858,G8V,Gl 744
19.1147,22.1725,7.24,0.415,,93859,F0...,
19.1152,-50.3231,6.29,-0.057,,93860,B9V,
19.1154,-48.2991,5.95,-0.017,,93862,A0V,
19.1157,-27.6704,3.32,1.169,,93864,K1/K2III,GJ 9643
19.1162,-22.4976,6.87,1.028,,93866,G8III,
19.1163,11.0712,5.07,-0.055,,93867,B8III,
19.1184,72.0741,7.03,0.644,,93876,F8,
19.119,-18.7382,6.28,-0.044,,93887,B8V,
19.1192,0.641,6.55,0.043,,93892,B9III,
19.1217,36.1002,5.25,-0.109,,93903,B6IV,
19.122,41.0541,7.14,-0.024,,93907,B5,
19.1238,32.5017,5.2,0.367,,93917,F0V,
19.124,6.1626,7.11,0.136,,93920,A2,
19.1252,-28.6368,6.05,1.579,,93925,K3III,
19.1261,34.3931,7.15,0.353,,93929,F0,
19.1275,6.9835,7.21,0.27,,93937,F0,
19.1298,-68.8838,7.13,0.118,,93953,A3V,
19.1326,16.8534,6.08,0.705,,93966,G5V,Gl 746
19.1336,-7.8479,6.86,1.052,,93972,K0,
19.1338,26.012,7.21,1.215,,93973,K1III,
19.1339,24.726,6.59,-0.024,,93974,B5,
19.1343,21.6989,6.22,0.434,,93975,F3V,
19.1356,-26.8347,7.16,0.991,,93982,G6III,
19.1372,1.2987,7.09,1.27,,93990,F5IV,
19.1374,-24.6574,6.3,0.011,,93993,B9.5V,
19.138,-19.2903,5.56,-0.087,,93996,B2V,
19.1392,-40.4967,4.57,1.07,,94005,K1III,
19.1405,52.4257,5.88,1.086,,94013,K1IV,
19.1426,50.3639,6.92,-0.046,,94023,A0,
19.1432,14.4352,6.64,-0.031,,94027,B9,
19.1438,24.1793,6.7,1.969,,94030,K2,
19.1445,16.8513,6.65,0.462,,94034,F5IV-V,
19.1456,-18.9528,6.57,1.581,,94040,K3III,
19.1457,-23.1903,6.66,0.914,,94041,G8III/IV,
19.1459,34.7603,7.04,-0.127,,94043,B3V,
19.1464,-25.0793,6.86,0.001,,94045,B8IV,
19.1478,30.301,6.78,1.268,,94052,K3III,
19.1478,-2.2872,6.58,1.277,,94053,K0,
19.1479,-55.7204,6.44,1.101,,94054,K1IV,
19.1492,-18.6827,6.96,0.364,,94062,F2IV,
19.1494,11.2935,6.65,1.16,,94064,K1III,
19.1499,14.7805,6.74,1.1,,94067,K0,
19.15,6.0732,5.23,0.346,,94068,F0III-IV,
19.1512,34.6005,6.7,0.643,,94076,G1V,
19.1527,76.5605,5.11,0.308,,94083,A9V,Gl 748.1
19.1561,10.2412,7.18,1.853,,94103,Kp,
19.1564,30.5663,6.92,-0.066,,94104,B9,
